댓글 작성자,영상 시간,댓글 내용 
Trisha Luna,14:24,You’re so funny
ThEmAnHiMsElf,14:24,who donatee 2thousand dollars?
Amela Sulemanoska,14:24,love you
MarMar _yo,14:24,look up old grannies
Tara D.,14:25,Hiii
Madison Limerick,14:25,hi
Marwa Eltanbouly,14:25,hi
Joe Smith,14:25,Why do you have a burst pick up an AR.
Cherryl Roosveld,14:25,Hi
teresa vargas,14:25,Ok m
Angelina Peden,14:25,hiii
Hein Badenhorst,14:26,awoo
The bunny maker yay,14:26,where's floffy ash
Rosa Girón,14:26,Hi
lucas kay,14:26,notSniperwolf is her username:)
FloraTheOG,14:26,oop-
Maury Bamba,14:26,hiiiiiiiiiiiii
Roxanne Da Cat,14:26,MEOWWWWWW
Leandra Fisher,14:27,Ahhh I can’t get over you being so cool
Brittany Diane,14:27,Hi
macaroniLemons,14:27,literally all headshots lol
Krypto Gaming,14:27,drop the blue smg cuz u got the gold
Juliet's Adventures,14:27,Haha
Xx_Extremeslayer_xX Davis,14:28,Hi sniperwolf
Domination,14:28,helloo 😀 ive been waiting for you to stream for so long 😉
Morgan Faust,14:28,I love @s ss sssniperwolf
Wengi Gaming,14:28,Hi
sushi murder,14:28,hi you a
D A Z Eツ,14:28,hi
Riley Morales,14:29,It’s a glitch
MR. AYYGANSTER AYYSAVAGE JR.,14:29,upgrade the burst
Alaina Ngo,14:29,Lol hiii
Rund Al-ziayyir,14:29,SAY HI IF U LOVE UR FANS
-LowkeyHayla -,14:29,Hey lia
Hailey Olivarez,14:29,hi
Hanson Yu,14:29,hey Lia!!!!!!!!
*-gacha_brook-*,14:30,you are my favorite french you tuber and my favorite messy haired you tuber can you please say hi brooklyn?
Dilara Sahin,14:30,ITS MEANS U CAN UPDATE IT
byear reed,14:30,OMG HI
Katie Buster,14:30,Hi
Sweetis Dream,14:31,hi
。「Itz Sīłvėr Møøñ」。,14:31,Upgrade
Vicki So,14:31,I didn't know Lia livestreamed
XxQueenxX,14:31,DROP THE BLUE SMG YOU HAVE A GOLD
heygly gonzalez,14:32,🤣
It’smePugicorn23 Pugicorn23,14:32,get the car
Marc clubhouses,14:32,but you're on a hundred health and safety and 50 sealed
Samael,14:32,show locker
Brandon Dwenger,14:32,AHHHHHHHHHHHHHHHHHHHHHHHH
Gracie Gourley,14:33,hahahaahha
Victoria Mora,14:33,i am rory
Andrew Zepeda,14:33,get the car babe
Rio Turner,14:34,Do a costume
Rishit Mathur,14:34,BINOD
Ms. Yeta,14:35,Haha
Jeet Dutta,14:35,Binod
Hellwolf -_-,14:36,hi
Lilly Wells,14:36,Hi
Karissa Warner,14:37,Dude digitalnex dont be shy show ur face!:)
MumitoYeah,14:37,Hello
Julia,14:37,Omg
Parker Everman,14:37,I’m telling you you can drive the car
mes to,14:37,oh my God sssniperwolf
Alina Wassan,14:37,OMH
Khathutshelo Sikhala,14:37,wolf pack
Gisele Corona,14:38,HEYYYYYYYY
Amira Mohammed,14:38,hahaha
Vibes Aiden Lol,14:38,Yay sssniperwolf is playing fortnite again
XxrobloxXx btw,14:40,Hi liaaaaa
Courtney Smith,14:40,Hi
Ivy pittman,14:41,is this live
Krenare Misini,14:41,hi omggg
saya kisaragi,14:41,i am a huge fan☺☺
Matt Wheeler,14:41,what's up sniper
daniella chiemeka,14:41,there someone behind you
3D Teahere,14:41,Hi
Anthony Kramer Jr.,14:41,I would like to see sssniperwolf in apex legends but be careful I got over 100 kills in apex legends
Lathitha Mackenzie,14:41,wow
The Game Controllers,14:41,drive the car
Avinesh Kar,14:42,hi I am your biggest fan
Alexia Sara,14:42,hi!!
sibo m,14:42,hi
Leron Blunt,14:43,:elbowcough:
IC3YBOTZS XD,14:43,i would donate if my mom would let me
Itz Me Livi,14:44,hi
ilyana pabon,14:44,hi
Olivia & Hadley's World!,14:44,hii!!!!!!!!!!!!
non ya,14:44,heeeeheeeee
Kråžøñīå Måppīñg,14:45,thanks lia
BonBonYT,14:45,Omg hiii
Mikhael JP Official,14:45,hi liaa
Rayah Shane,14:45,oof
Aryana Maraj,14:45,hi
Giselle Melo,14:46,Hiii
Brenden Jean,14:46,yes
Anastasija Shamkarova,14:46,PLS SAY HII
Karly Schiller,14:46,hiiiiiii omggggggggg
Marshall Scott,14:46,Liaaaaa
It's Lizzie,14:46,@sssniperwolf ily
Jasen Lavoie,14:46,"I don't know what to say, but hi"
Tara D.,14:47,I love u sooo woop
Melaina Brown,14:47,LIA
Alis's Adventures,14:47,this is my first time seeing u live☺☺
Ashley Penaloza,14:47,Hi sssniperwolf
Charles Yeboah Year 09,14:47,bruh
Hannah Brinkofski,14:48,
Briley Younts,14:48,Umm
MJXZypher,14:48,Guys this is not sniper wolf
Video star Editor,14:48,I missed Fortnite vids🥺
Golden Green,14:48,hi Lia 😊
Gracie B,14:49,I’m awesome like you
Savannah Crouch,14:49,hi
Valerie Bernal,14:49,kya and andrew love from texas
Haya Mohammed ali,14:49,hi
Avery Dovich,14:49,Omg
Eleanor King,14:50,Hi love you lia and digital from uk
Val B,14:50,how do I get a shoutout
Fynn Rockstar,14:50,Hi
Manda .B,14:51,:elbowcough:
-LowkeyHayla -,14:51,I love your videos! 💕💕
botgo_,14:51,is there a new season
emma embel,14:51,dep Idno wat to cate:elbowcough::elbowcough::elbowcough:
Anita Jonska,14:51,FINNALY
Melanie Sanchez,14:51,say
Johanna Barrantes,14:52,you're the best
SweetDreamsWolf,14:52,How're your dogs?
mistic killer,14:52,big fan
Chloe Kenosi,14:52,:elbowbump:
Mia Sinclair,14:52,it's meh bet time
Julie Jordan,14:52,:goodvibes:
Menna Abdelsalam,14:53,who new she still plays
sillyanimegirl,14:53,HIIIII
Eternal Corrupted,14:53,there are thugs that spawn from the sky and the are scary
Ana Leona Josipović,14:54,I love u
C A,14:54,The walk in French is for Bob go away bring your guns but you have to use material
Austin Molina,14:54,Why’s ur username notsniperwolf
Diarmuid Kirwan,14:55,Hi
Irene Marquez,14:55,do u play roblox
john torres1,14:55,hi
Ninja,14:55,Hi sniperwolf I shout you on IG
のみいNomii,14:56,Hi Lia hope you're doing well!:virtualhug:
Billy Smith,14:56,live
Chukwubuike Okuagu,14:56,yey
Eda Alili,14:56,your super funny
Arij Shafi,14:56,I wish you were more like oh lia I like this
Kolt P,14:56,hi
Thi Nguyen,14:56,Aha hi
jessica jones,14:56,LOVE YOU LIA CAN I HAVE A SHOUTOUT!!
Robert Darvile,14:57,:yt:
Idriz Gile,14:57,I love u
Julio Martinez,14:57,That’s my favorite game I hope you win I will go find out bro
Linda Perez,14:57,:yougotthis::yougotthis::yougotthis:
wightrob77,14:58,Your my idle!
Tan Phuoc Tran,14:58,my name is Viviane
Katie Merritt,14:58,hi
TSM_fatboy_63 on fort,14:58,turn off the new player help or hints
Wildfire,14:58,you have to upgrade it cause your new player so your in tutorial
Jen Kapris,14:58,hi lia
Veyah Norton,14:58,i love some of your vids
Austinplayz,14:59,Hello
cathy simone,14:59,I love ur vids
Kayleen Mackenzie,14:59,love
Anime unicorn Lover,14:59,WHAT IS YOUR FAVOURITE ANIME
Tilly #Tiko,14:59,Hiii
Ian Jordan,14:59,hi hi hi!!
Shalai Anderson,14:59,Hi
FireandIce,14:59,HALLO
Yimei Li,14:59,Upgrade the gun with the workbench
Maja Szmyd,15:00,U gonna get a victory Royale for 100^%
Ismah Khan,15:00,Hi
Sarah Curtis,15:00,Liaaa
Ultra Good,15:00,Stop typing so much
Andrew Larson,15:00,I love u
RoseWeeb UwU,15:00,:goodvibes:
Yuky sacura Chan,15:01,hello
Koala Jacob,15:01,#wolf pack for life
Keyla Vargas,15:01,hi
Lily Sameh,15:01,Sssniperwolf please notice meeeeee
omar rivera,15:01,It wants u to upgrade it
Margarita Stone,15:01,We all love you
Medina Familia,15:02,HI
Ali & gis & cam,15:02,Hi? ;o
Hasina Parvin,15:02,I love you so much 💞💞
Lil Snowflake MSP,15:02,ily
Keletso Btc,15:03,Ello people
Madi Penguin,15:03,HALLO SNIPER WOLF I AM A HUGE FAN AND YOUR ITS MY DREAM TO MEET YOU!
A L,15:03,Love from London
Belle Torres,15:04,Your dogs are so cute!
99.__.BÜBBŁY,15:04,hi
Cathy Gomez,15:04,WHAT IS UR FAV GUN MINENIS SMG
Dead Eye,15:04,hi
XWolfie ChanX,15:04,hello
Tabitha,15:04,Hi
chloe villegas,15:04,신규 회원
Devansh Nayyar,15:05,hellloooooo
XPxMeliodas,15:05,Hello
Athena Green,15:05,hiiiii
TrippleDead,15:06,happy birthday to you in advance
Khimahri Florent,15:06,Hi
DaCuddles Corgi,15:06,Hih
It's Yen,15:06,AYE WSPPP LIAAA
ayanawalia,15:06,What’s ur zodiac sign
JJ and thefirstgensis,15:07,but for real WTH
Daniel Pineda,15:07,GET YOUR DOGGOS THERE SO CUTE AND EVERY ONE OF THEM>:D
William Tull,15:07,HOW MANY VBUCKS U HAVE
Kaden Whaley,15:07,Steam sniping time
Vivek Bhaisare,15:07,BINOD
Jdog gaming,15:07,Take it out of the frist slot
Its Myleene,15:07,LOVE UR VIDS!!!
The lazy_ Potato,15:07,Btw hai peeps
Keri Pryor,15:08,lov u
Emily B,15:08,👋
Neaka Robinson,15:08,yay it's been a long time since u played this game
Faye Beau,15:08,just got a new name
rxses blooms,15:08,heyyyyyy
DaechwitaBitch,15:09,Binod
BØT,15:10,hi
{•Alpha Wolfie Gacha•},15:10,GUYS WE SHOULD GET ER TO PLAY ROBLOX
otto Janssen,15:11,Idk
who am i,15:11,UvU hi
Mia Gutierrez,15:11,Hewo
Shadow Wolf,15:11,hi
Adaleine Mueller-Stenz,15:11,I love you
DaCuddles Corgi,15:11,Hi
Dimpho Kekana,15:11,Hi Lia
Ana Leona Josipović,15:11,I love u
Sokhna B. Bamba,15:11,PLAY ROBLOXXX
Noleen Neethanathan,15:12,:elbowcough:🤣
Chloe Scerri,15:12,OMG I LOVE YOU SSSNIPERWOLF YOUR THE BEST EVER
Josephine Castro,15:12,I’m 9
Real Snowy,15:12,Hi
Kazima Sheik,15:12,I love you 💘😘
Chukwubuike Okuagu,15:13,is digital in the game
Rhonda Montoya,15:13,:shelterin:
Ursula Z-C,15:13,I was watching your videos and then I was gonna watch another video and then I saw this
Justin Leito,15:13,♡o♡
Anonymous Reaper,15:13,:thanksdoc::thanksdoc:
Julija Yt,15:14,hi
Ashley Gayle,15:14,You can upgrade it
Amy Santana,15:14,:elbowbump:
Its_Larenplay uwu,15:14,can I pls have a showtout
Madilyn Lundberg,15:14,Love ur vids:virtualhug::goodvibes::yougotthis:
Asmr Queen G,15:15,Since you had an upgrade gun thing it wanted you to upgrade that gun.
Lilly Wells,15:15,Hiii I'm a big fan!!
Ellie Mahoney,15:15,Dang
zero,15:16,Hey lia
Linda Cortez,15:16,You are the best
rakottk,15:16,hiii
X TECH,15:17,boom
thenerdykingdom35,15:17,Hey. May I ask you some questions? Do you know something about ps5 or no?--
Bana Btomlak,15:17,yas fortnight
Genita Berisha,15:17,Ashley watching this like: 👁💧👄💧👁
Yaya Villa,15:17,Love you
Tameka Whitfield,15:18,wht poppin
Komari Jackson,15:18,Hi
Adrian Anastasov,15:18,Upgrade your burst
Ponnu Saby,15:18,hi
Cartoon World,15:19,hello
Kimy Sanchez,15:19,Hi I love your videos ❤️🌸
Ayanna Manarang,15:19,hiiiiii
Ellie Sandall,15:19,🖤 hi
Teyona Mccurdy,15:19,love you:virtualhug:
Eloise Trapy,15:20,love you so much
Quinnplayz :3,15:20,Play roblox not rn but get the app and play it it is super fun
Pat Whyte,15:20,:yt:
Alena Beaudrie,15:20,uh oh
UwU Amber,15:20,Hi lia
Zeemal Malik,15:20,you are good
Benny Peralta,15:20,Video
Dominykas Skučas,15:20,us upgrade bench
Antonia Murphy,15:20,hi
Savannah Llanes-Maze,15:21,Plz say hi savannah
George Davis,15:21,Get ash plz
SAMUEL MARMOL,15:21,HI
Jomiloju Adeshoga,15:21,drive a car
Zynique Jones,15:22,Drive a car
That's Impossible,15:22,HI sniper
Elsa Nkimba,15:22,HI
Comfort Kumi,15:22,신규 회원
Xxx_oof Oof,15:22,Oof
Burnt Potato,15:22,🕷👄🕷 the games that go boom
ZombieCrafter,15:22,:goodvibes::elbowcough::elbowcough::elbowcough::elbowcough:your awsome the best youtuber ever plus ur pretty - your biggest fan❤️❤️❤️❤️❤️
Muhammed Ak,15:23,:yougotthis:
SSSuper Sanic,15:23,Sorry I have to go
Laserdude137,15:23,Hu
Moon33 Moonlight,15:23,Lol your funny
DonJuan McGee,15:23,she so cuteeee
jwebari1,15:23,sssniperwolf do you play Roblox
Aubrey Salazar,15:24,hi!
FloraTheOG,15:26,the game go boom
Buhle Dhlamini,15:26,eyo
Tawanda Chinokoro,15:26,hey sssniper
Pippa Lynn,15:26,brenden jean okay ty
Caroline Leary,15:26,wdf did she just say utis my finis
Genita Berisha,15:26,GIRLLL PLAY ROBLOX
BOSStime 2020,15:26,Drop some that's illegal shirts
Stacy Short,15:26,hi
Clanky,15:26,hi
Chanya Ragu,15:27,Hiiiii
Prakash Ramaswamy,15:27,
Squish Mallows,15:27,should sssniperwolf play roblox put this emoji:chillwcat:if yes and this emoji:chillwdog:for no
Jess Holtom,15:27,hi
Bryce Orchard,15:27,Hi
WhiteBlack Eagle,15:28,I LOVE YOU LIAAA OWO
Piggy Playz,15:28,How late is too late to say YEETUS TO THE FEETUS
N_V Gamers,15:28,hi sister
Ashraf Turshan,15:28,Guys stop texting so lia can see
Its closed,15:28,OMGGGG MY FIRST TIME WATCHING SSSNIPERWOLF LIVE ON YOUTUBE
Mickyle Iqbal,15:28,Wow
Neil Chadha,15:28,hello
fancy.rasberry0 10,15:28,AYYYYYYYYYY
MandH Carter,15:29,lol
šøphîå møøñliğhţ,15:29,hi im back
sparkle pie,15:29,hi
Pheonix 1232,15:29,:chillwcat:
Cati Verse,15:29,I love you liaaaa
Mwiza Kapapi,15:29,"love you sssniperwolf I,m long time subscriber and I wish I can meet you"
TQ Adventure,15:29,BOOM BOOM
Habasha tiktok entertainment,15:30,Hii I love you 😍
ROBLOX KITTEN,15:30,:yt:
Panda_ Girl,15:30,:sanitizer:
Kassy gaming,15:30,:chillwcat::yougotthis:
Ellee Ramdeo,15:30,hi love so much you're so pretty even your character is so pretty like you and I don't even know how to play footnote but you make it look so easy:yougotthis::yougotthis::goodvibes::goodvibes:
Dits star,15:30,binod
Lawanda Ammons,15:30,Slowwwwwwww
SF_Harley_ _,15:31,hi i love your videos so much you make my day😁
Ana Leona Josipović,15:31,Uv
Karen Hankwebe,15:31,#rejected
Veyah Norton,15:31,your i my top 3 fav youtuber
BIg Chungus,15:31,hi
STATTON PETERS,15:32,omg
Animaka_ Roblox Queen,15:32,👁➖👁
Mila Drouin,15:32,sssniperwolf there is a new game called spa
Milk Tea,15:36,good luck
Jevenson Jeanlouis,15:36,Is SS Sniper Wolf are you doing
Onalenna Mahalelo,15:36,hi
M Wironen,15:37,hi
Werner Giron,15:37,hi your the best streamer ever
Zoey Bosquez,15:38,CAN U SAY MY NAME
Erin Sona,15:38,OMG
Abby Lalonde,15:38,Hi
Riley Morales,15:38,Game go bom
Evie `TvT`,15:38,I have moincraft e
Keyonna Hill,15:39,hi
Klejdi - Klejdi,15:39,u cute
Jason Garcia,15:39,Omg u haven’t been live for long I missed it
Tyler Patterson,15:39,heyyy
Mislas Modem,15:39,Yas giulrl
Chinwe Ben Taiwo,15:39,nice work with the channel
Ricardo Madiedo,15:40,Pls play roblox
Lao Vang,15:40,stopppppppppppppp
Lynda Dellipoali,15:40,Do you play rodblox?
blue eyed devil,15:40,Im khlõe
Jacki Grant,15:40,:washhands:
Roxanne UwUz,15:40,finally back on fortnite
KawaiCookieLover UwU,15:40,:chillwdog::chillwdog:
ARIANE GOMADO,15:40,hi
Sofia Frohlich,15:41,I’m listening to one direction
Burnt Potato,15:42,🕷👄🕷
Love ItAll,15:42,I dropped a like! 🙌 😆
Alexia Linzie,15:43,its a glitchhhh it for the work bench
luxediaries,15:43,😂😂😂
Pavan Mv,15:43,pubg battleground
blm,15:43,hi love your vids
Natalie Mellor,15:43,Me:OMG R U ACTUALLY LIVE OH MY GAWDDDDDDD IM ON YT
Annika Jackson,15:44,She should try to play Roblox
Levi Smith,15:44,Hi
Kynadee Smith,15:44,hi
Sriparna Chanda,15:44,love u
zelda master,15:44,💕💕💕💕💕💕🎵🎶🎵〰🎶
BexElle S,15:44,Hi
Cuddle bear XD,15:44,HII OMGG
Eliana Lundgren,15:45,she is good
Derek Nelson,15:45,Use the launch pad
NIKET KAKKAR,15:47,oh marauders lmao
k. Malone,15:47,hi
Leslie Luna,15:47,can i friend you sniper wolf:yougotthis:
Taleah Feller,15:47,A SNIOER
Morgan Struve,15:47,this is sooooooooooooooooo lag
haytham rouissi,15:47,Still
Shakeem Dixon,15:47,boom
Lemøn,15:47,Please notice me
Stephanie Dragano,15:47,I am to
thre banana,15:48,:elbowcough:LIA SENPAI:elbowcough:
Gacha YEET,15:48,wassup
Amelia McEvoy,15:48,Hiiii
alexa,15:50,hi
juju paul,15:50,hi
Maria Estrada,15:51,roblox
Andrea Michelle Ocon Araica,15:51,I love you SSSniperwolf
Keira T,15:51,🤓🤓
oofergang Alvarez,15:51,OMG HIIIIIIIII SSSNIPER
DAVI ANDRE PEREIRA DE AGUIAR,15:51,your skin is from season 5
Emmanuel Rusega,15:51,Hi
Gracie B,15:52,Love you
epic gamer,15:52,upgarad the wepon
Mckenzie Shaver,15:52,Omg I love your cids
Linyia_Playz,15:52,talk are going to fast!
Itz Echo,15:52,I cut mah hair short today UwU now what do I say to my family qwq
MichellePlayz Unicorn,15:52,👍🏻
Spirit Frost,15:53,hai
TheGamerCuber,15:53,hi i never watched you stream before
Arrow,15:53,PRESS ALT F4 TO REMOVE THE GLITCHE
cute gacha pie,15:54,hi
Ellie Finch,15:54,The highest I can donate
Marigny Vaughn,15:55,holá
Treyon Game,15:55,Drop all your guns in your inventory and then pick them back up that might fix it
Patricia Gao,15:55,Lol
ωяεη's_gαмιηg _ωασ,15:56,:goodvibes:
Eloise Trapy,15:56,I prefer you over fortnight
Crystal bear UwU TvT,15:56,hi
aradhna bharti,15:57,wow
Jackie Buck,15:57,hi
XxQueenxX,15:57,DROP THE BLUE SMG YOU HAVE A GOLD
bEcAuSe I liKe BTS,15:57,bots
2028.Braylon Moore,15:57,Drop blue smg
Brylee Sanneman,15:57,Click click!
Cupcake,15:58,Hi
Pink- Art-Gacha,15:58,Your so good
Master fx Anermateer,15:58,You are still playing fortnite
TorodokixDeku Hey,15:58,STOP SPAMING
Chenel Lyttle.,15:58,play RBLX
Nakul Chopra,15:58,BINOD OP
Ellison McCarty,15:58,Hi!
Näłà thè Dëmön,15:59,SNIPERWOLFFF ILY I WAS A FAN FOR 4 YEARS UNTIL NOW
erick reyes,15:59,hi
Andre Animation,15:59,heello
Wolfe Gang,15:59,wow never thought she would come back to fornite
Ninjacatlaw,16:00,Use the bots snipers
Yummy_CookiieAction,16:00,OMG HELOOOOO
renee titoz,16:00,I love you girl
Samaira Gamer squad,16:00,binod
Toxicfaze75 Fazebroz,16:00,Now up upgrade that Weapon
Anna Wintle,16:00,My brother is 5 and he played fornite and got the top 8 by just running
_Cinnamon_ Stix_,16:00,Hiiiii
Mahsa Osmani,16:00,hiii
Mona Valcu,16:00,I GO BOOM
Soft Kitten UwU,16:00,Hi 🌼🌼🌼🌼🌼🌼🧡🧡🧡🧡🧡🧡🧡🧡🥺🥺🥺🥺🥺🥺
Starry Sky,16:00,how u?
Starcookie_. gamplay,16:01,U HAVENT PLAYED FORTNITE FOR A YEAR
Keira T,16:01,😝
jayden medina,16:01,owwwwwwwwwwwwwwwwww wolf pack
Comfort Kumi,16:01,
Fatuma Hassan,16:02,Booo
Chloe Miller,16:02,Hewo
Alec Prince,16:02,Oh cool I've never seen a live stream before
memewee Metters,16:02,wow
Roxanna Melgar,16:03,i love you !!!!
Amari Chapman,16:03,She is doing good
Adrian Anastasov,16:03,They have aimbot
Richie,16:03,👽Great to watch you play gal🎮
Shams Imam,16:04,I love u
100 subs before School starts?,16:05,Yes the doggies are so cute
Hailey Diaz,16:05,Lol
Friendalise,16:05,Hihihi I’m with my Cousins they
Joudy Ibraheem,16:06,im a big fan
Danika Fourie,16:06,im a big fan
Tsubasa Bubbles,16:06,BEST YOUTUBER! <3
WATERFALL Angel OwO,16:06,OwO
Tals gaming show,16:06,brb
Larry Kan,16:06,VOR
Queen Sydney,16:06,theyre gonna keep following
Devanshi Rane,16:07,Binod
addie !,16:07,:virtualhug:
zaid vlogs,16:07,:yt:
Solar-_- Spams,16:07,Can you play with me
Cat T,16:07,Me watching her play 👁👄👁
נטע דוידוביץ הדר,16:08,hey omg I'm a big fan
Roblox GaL,16:08,Hi
Night _Wolvez,16:08,I love you
AVA Griffith,16:08,Boom
Creativemuffins,16:08,Awooooooooooo
Honestly,16:09,am i the only one playing fortnite at the same time 😛
CookieGirl Roblox,16:09,LIA UR SO GOOD WHEN UR LIVEEEEEEE
xd bellysauraus,16:09,fan
Midnight Mcgreybush,16:09,👾
Be4 Blennix,16:09,binod
Zaidan Rockeymore,16:09,Yo sniper wolf is like the best fortnite players ever as a girl
Ronald Armentino,16:09,FBI OPEN UP 😂😂
vina nguyen,16:10,you are the best fornite player
May Caudill,16:11,hi
Angel Josef,16:12,i love here
Emma Werth,16:12,hi!!!!!!!
Cookie_PlayzYT !!,16:12,Say my name please (Avery)
Ash A,16:12,HIIIIIIIII LIA
Jehnoy xfinity,16:13,they're called Marauders give you a lot of XP sometimes
Rasuayfa thebrand,16:13,HEWO LIA / SSSNIPER WOLF I LIVE YOU SO MUCH:shelterin::chillwcat:
Catslol 123,16:13,
umaspony,16:13,but im not 100%
Lil' Gamer,16:13,I wuv your channel!!!
Isabella Bonacquisti,16:13,hiii!
PrinceXsayin,16:13,;(
Steve3465,16:14,:dothefive:
EcL1pS3 COZY,16:14,Lia not trying to backseat game but you should harvest wood because the are ALOT of tryhards in this game now
